species	sample_key	GTDB_214	sample	element_symbol	element_name	source
oralis_I	114cim	oralis_I	114Cim-CMPN001x30_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
oralis_I	114cim	oralis_I	114Cim-CMPN001x30_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
oralis_I	114cim	oralis_I	114Cim-CMPN001x30_260114_LH00793_B23GCKKLT3	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	rmarvig
oralis_I	114cim	oralis_I	114Cim-CMPN001x30_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
oralis_I	118cim	oralis_I	118Cim-CMPN001x31_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
oralis_I	118cim	oralis_I	118Cim-CMPN001x31_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
oralis_I	NA	NA	SAMEA104113832	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_I	NA	NA	SAMEA104113832	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_I	NA	NA	SAMEA104113832	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis_I	NA	NA	SAMEA104113833	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_I	NA	NA	SAMEA104113833	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_I	NA	NA	SAMEA104113833	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis_I	NA	NA	SAMEA114321085	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_I	NA	NA	SAMEA114321085	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_I	NA	NA	SAMEA114321085	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
oralis_I	NA	NA	SAMEA1022771	NA	NA	atb
oralis_I	NA	NA	SAMEA104151615	NA	NA	atb
oralis_I	NA	NA	SAMEA9956626	NA	NA	atb
oralis_K	145cm	oralis_K	145Cm-CMPN001x68_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
oralis_K	145cm	oralis_K	145Cm-CMPN001x68_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
oralis_K	NA	NA	SAMEA5083132	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	atb
oralis_T	148cm	oralis_T	148Cm-CMPN001x70_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
oralis_T	148cm	oralis_T	148Cm-CMPN001x70_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
oralis_T	151cm	oralis_T	151Cm-CMPN001x75_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
oralis_T	151cm	oralis_T	151Cm-CMPN001x75_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
oralis_T	NA	NA	SAMEA103953726	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_T	NA	NA	SAMEA103953726	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_T	NA	NA	SAMEA2051869	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	atb
oralis_T	NA	NA	SAMEA2051869	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_T	NA	NA	SAMEA2051869	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_T	NA	NA	SAMEA3173071	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis_T	NA	NA	SAMEA6507098	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_T	NA	NA	SAMEA6507098	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_T	NA	NA	SAMEA6507100	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_T	NA	NA	SAMEA6507100	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_T	NA	NA	SAMEA6507101	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis_T	NA	NA	SAMEA6507101	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis_T	NA	NA	SAMEA115377122	NA	NA	atb
oralis_T	NA	NA	SAMEA117078762	NA	NA	atb
oralis_T	NA	NA	SAMEA117078763	NA	NA	atb
oralis_T	NA	NA	SAMEA117078781	NA	NA	atb
oralis_T	NA	NA	SAMEA117078782	NA	NA	atb
oralis_T	NA	NA	SAMN16913245	NA	NA	atb
oralis_T	NA	NA	SAMN31202317	NA	NA	atb
parasanguinis	116p	parasanguinis	0116p-CMPN001x93_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	116p	parasanguinis	0116p-CMPN001x93_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	129p	parasanguinis	0129p-CMPN001x95_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	129p	parasanguinis	0129p-CMPN001x95_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	33ap	parasanguinis	033Ap-CMPN001x48_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	33ap	parasanguinis	033Ap-CMPN001x48_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	33ap	parasanguinis	033Ap-CMPN001x48_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	33ap	parasanguinis	033Ap-CMPN001x48_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	39ap	parasanguinis	039Ap-CMPN001x49_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	39ap	parasanguinis	039Ap-CMPN001x49_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	39ap	parasanguinis	039Ap-CMPN001x49_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	39ap	parasanguinis	039Ap-CMPN001x49_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	104ap	parasanguinis	104Ap-CMPN001x55_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	104ap	parasanguinis	104Ap-CMPN001x55_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	104ap	parasanguinis	104Ap-CMPN001x55_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	104ap	parasanguinis	104Ap-CMPN001x55_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	104ap	parasanguinis	104Ap-CMPN001x55_260114_LH00793_B23GCKKLT3	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	rmarvig
parasanguinis	111ap	parasanguinis	111Ap-CMPN001x58_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	111ap	parasanguinis	111Ap-CMPN001x58_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	111ap	parasanguinis	111Ap-CMPN001x58_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	111ap	parasanguinis	111Ap-CMPN001x58_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	118ap	parasanguinis	118Ap-CMPN001x60_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	118ap	parasanguinis	118Ap-CMPN001x60_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	118ap	parasanguinis	118Ap-CMPN001x60_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
parasanguinis	118ap	parasanguinis	118Ap-CMPN001x60_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	118ap	parasanguinis	118Ap-CMPN001x60_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	118pp	parasanguinis	118Pp-CMPN001x46_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	118pp	parasanguinis	118Pp-CMPN001x46_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	118pp	parasanguinis	118Pp-CMPN001x46_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
parasanguinis	118pp	parasanguinis	118Pp-CMPN001x46_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	118pp	parasanguinis	118Pp-CMPN001x46_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	124ap	parasanguinis	124Ap-CMPN001x61_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis	124ap	parasanguinis	124Ap-CMPN001x61_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis	124ap	parasanguinis	124Ap-CMPN001x61_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	124ap	parasanguinis	124Ap-CMPN001x61_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	150cp	parasanguinis	150Cp-CMPN001x74_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis	150cp	parasanguinis	150Cp-CMPN001x74_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis	150cp	parasanguinis	150Cp-CMPN001x74_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
parasanguinis	150cp	parasanguinis	150Cp-CMPN001x74_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
parasanguinis	NA	NA	SAMEA104138650	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA104138650	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA104138654	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA104138654	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA104138659	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA104138659	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA104138660	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA104138660	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA114309588	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis	NA	NA	SAMEA114309588	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA114309588	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA114313405	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA114313405	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA114631783	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA114631783	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA115092497	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA115092497	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA115092759	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis	NA	NA	SAMEA115092759	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA115092759	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA2342815	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA2342815	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA2393084	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA2393084	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA2674797	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA2674797	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA3882095	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA3882095	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362445	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362445	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA4362453	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362453	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA4362471	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA4362471	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362475	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA4362475	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362493	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA4362493	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362507	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4362507	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA4555989	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis	NA	NA	SAMEA4555989	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
parasanguinis	NA	NA	SAMEA4555989	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA4555989	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5379086	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5379086	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5379087	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5379087	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390758	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390758	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390759	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390759	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390763	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390763	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390765	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390765	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390766	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390766	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390767	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390767	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390776	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390776	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390782	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390782	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390785	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390785	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390798	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390798	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390802	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390802	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390817	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390817	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390819	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390819	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390822	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390822	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390835	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390835	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390846	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA5390846	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390849	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA5390849	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA6160296	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis	NA	NA	SAMEA6160296	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMEA6160296	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMEA6160296	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMEA6160296	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA9581521	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis	NA	NA	SAMEA9581521	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMEA9581521	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMEA9581521	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMEA9581521	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN00761820	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN00761820	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN03197535	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN03197535	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN03197535	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis	NA	NA	SAMN03197535	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN03197535	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN03197643	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN03197643	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN03197643	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN03197643	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN03197975	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN03197975	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN19353788	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN19353788	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN19353788	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN19353788	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN19353788	lsa	Lsa family ABC-F type ribosomal protection protein	atb
parasanguinis	NA	NA	SAMN19353788	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
parasanguinis	NA	NA	SAMN41327468	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN41327468	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN41328995	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN41328995	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN41336162	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN41336162	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN41336162	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis	NA	NA	SAMN41336162	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN41336162	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN41336162	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
parasanguinis	NA	NA	SAMN41594588	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN41594588	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN41594588	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN41594588	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN41594588	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis	NA	NA	SAMN41594589	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN41594589	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN41594589	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN41594589	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN41594589	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis	NA	NA	SAMN41594590	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
parasanguinis	NA	NA	SAMN41594590	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
parasanguinis	NA	NA	SAMN41594590	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
parasanguinis	NA	NA	SAMN41594590	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
parasanguinis	NA	NA	SAMN41594590	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
parasanguinis_B	113ap	parasanguinis_B	113Ap-CMPN001x59_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
parasanguinis_B	113ap	parasanguinis_B	113Ap-CMPN001x59_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_B	113ap	parasanguinis_B	113Ap-CMPN001x59_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
parasanguinis_B	113ap	parasanguinis_B	113Ap-CMPN001x59_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
parasanguinis_B	113pp	parasanguinis_B	113Pp-CMPN001x44_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
parasanguinis_B	113pp	parasanguinis_B	113Pp-CMPN001x44_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
